,"Active Status","Type","Item","Description","Sales Tax Code","Purchase Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","U/M","U/M Set","Cost","Preferred Vendor","Tax Agency","Price","Gross Price","Amounts Include Tax","Reorder Pt (Min)","Manu. Part No.","Purchased for Resale","Sales Tax Return Line","Price L1","Price L2","AZ","Note","itemname"
,"Active","Inventory Part","Case:CoolerMaster:884102044113","CoolerMaster MCB-E300L-KN5N-B01 MasterBox E300L (Blue Trim) MiniTower micro ATX Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster MCB-E300L-KN5N-B01 MasterBox E300L (Blue Trim) MiniTower micro ATX Retail..",0,"each (ea)","Count in each",39.00,,,0.00,0,"No","","MCB-E300L-KN5N-B01","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:MCW-L5S3-KGNN-01","MASTERBOX LITE 5 TG RGB TEMPERED GLASS w/customize trim ATX","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"MASTERBOX LITE 5 TG RGB TEMPERED GLASS w/customize trim ATX",0,"each (ea)","Count in each",76.00,,,0.00,0,"No","","MCW-L5S3-KGNN-01","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102042584","CoolerMasCoolerMaster Case MCB-E500L-KN5N-S01 MasterBox E500L (Red Trim) Mid Tower ATX/Micro-ATX...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Case MCB-E500L-KN5N-S01 MasterBox E500L (Red Trim) Mid Tower ATX/Micro-ATX/Mini-ITX...",0,"each (ea)","Count in each",50.00,,,0.00,0,"No","","MCB-E500L-KN5N-S01","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102037214","CoolerMaster MCW-L3S3-KGNN-00 MasterBox Lite 3.1 TG MiniTower micro ATX Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster MCW-L3S3-KGNN-00 MasterBox Lite 3.1 TG MiniTower micro ATX Black",0,"each (ea)","Count in each",60.00,,,0.00,0,"No","","MCW-L3S3-KGNN-00","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102033278","Cooler Master MasterBox Lite 3.1 Computer Case","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master MasterBox Lite 3.1 MCW-L3B3-KANN-01 Computer Case",0,"each (ea)","Count in each",49.50,,,0.00,0,"No","","MCW-L3B3-KANN-01","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:MCB-B600L-KA5N-S00","Coolertmaster Case MCB-B600L-KA5N-S00 Master MB600L Mid tower TX Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Coolertmaster Case MCB-B600L-KA5N-S00 Master MB600L Mid tower TX Black",20,"each (ea)","Count in each",65.00,,,0.00,0,"No","","MCB-B600L-KA5N-S00","No",,"73/420","74","99.99/0414",,"MCB-B600L-KA5N-S00"
,"Active","Inventory Part","Case:CoolerMaster:886540000232","Cooler Master TC-101 Mid ATX w/500W PSU Black","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master TC-101 Mid ATX w/500W PSU Black",0,"each (ea)","Count in each",47.00,,,0.00,0,"No","","TC-101-KKR500","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102037917","Cooler Master Trooper SE Full-Tower Case","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master Trooper SE Full-Tower Case",0,"each (ea)","Count in each",169.99,,,0.00,0,"No","","SGC-5000-KWN2","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:NSE-400-KKN2","CoolerMaster NSE-400-KKN2 N400 *NO PS* MID (MIDNIGHT BLACK)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster NSE-400-KKN2 N400 *NO PS* MID (MIDNIGHT BLACK)",20,"each (ea)","Count in each",73.50,,,0.00,0,"No","","NSE-400-KKN2","No",,"91/0330","92",,,
,"Active","Inventory Part","Case:CoolerMaster:NSE-200-KKN1","Cooler Master N200 NSE-200-KKN1 - Micro ATX Mini Tower","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master N200 - Micro ATX Mini Tower Computer Case with Front 240mm Radiator Support and Ve...",2,"each (ea)","Count in each",55.89,,,0.00,0,"No","","NSE-200-KKN1","No",,"68/0330","69",,,"NSE-200-KKN1"
,"Active","Inventory Part","Case:CoolerMaster:884102027307","Cooler Master MasterCase Pro 5 FreeForm Modular System Black Mid Tower Case","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master MasterCase Pro 5 FreeForm Modular System Black Mid Tower Case",0,"each (ea)","Count in each",154.99,,,0.00,0,"No","","MCY-005P-KWN00","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102035746","Cooler Master Box Lite 5 RGB ATX Mid-Tower (MCW-L5S3-KGNN-02)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master Box Lite 5 RGB ATX Mid-Tower (MCW-L5S3-KGNN-02)",0,"each (ea)","Count in each",84.04,,,0.00,0,"No","","MCW-L5S3-KGNN-02","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:MCM-M500-KG5N-S00","Cooler Master MasterCase MC500  Windows Mid-Tower Grey Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master Case MCM-M500-KG5N-S00 MasterCase MC500 2/(2) USB 0xPower Supply Windows Mid-Tower...",0,"each (ea)","Count in each",103.49,,,0.00,0,"No","","MCM-M500-KG5N-S00","No",,"135","139",,,
,"Active","Inventory Part","Case:CoolerMaster:884102019036","CoolerMaster Mft# SGC-2100-KWN3 STORM SCOUT 2 ATX MID TOWER Gaming Case","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Mft# SGC-2100-KWN3 STORM SCOUT 2 ATX MID TOWER Gaming Case",0,"each (ea)","Count in each",96.00,,,0.00,0,"No","","SGC-2100-KWN3","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102002229","Coolermaster HAF 932 Advance Full Tower Case w/ USB 3.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Coolermaster HAF 932 Advance Full Tower Case w/ USB 3.0",0,"each (ea)","Count in each",164.99,,,0.00,0,"No","","RC-932-KKN5-GP","No",,,,,,
,"Active","Inventory Part","Case:CoolerMaster:884102009877","Cooler Master HAF 912 ATX MID TOWER BLACK W/USB3.0","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master HAF 912 ATX MID TOWER BLACK W/USB3.0",0,"each (ea)","Count in each",73.00,,,0.00,0,"No","","RC-912-KKN1","No",,,,,,
,"Active","Inventory Part","Enclosure",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Enclosure:SATSASBAY425","StarTech.com 4 Drive 2.5in Removable SAS SATA Mobile Rack Backplane (SATSASBAY425)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech.com 4 Drive 2.5in Removable SAS SATA Mobile Rack Backplane (SATSASBAY425)",7,"each (ea)","Count in each",57.99,,,0.00,0,"No","","SATSASBAY425","No",,"61/0526","62",,,
,"Active","Inventory Part","Enclosure:NST-D328S3-BK","Vantec Accessory NST-D328S3-BK NexStar TX Single Bay 2.5 inch /3.5 inch USB3.0 Hard Drive Dock","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Vantec Accessory NST-D328S3-BK NexStar TX Single Bay 2.5 inch /3.5 inch USB3.0 Hard Drive Dock",0,"each (ea)","Count in each",18.90,,,0.00,0,"No","","NST-D328S3-BK","No",,,,,,
,"Active","Inventory Part","Enclosure:K38230WW","Kensington SD4500 USB-C Universal Dock Station","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Kensington SD4500 USB-C Universal Dock Station",0,"each (ea)","Count in each",108.51,,,0.00,0,"No","","K38230WW","No",,,,,,
,"Active","Inventory Part","Enclosure:844767022406","Vantec NexStar TX Dual Bay 2.5 inch/3.5 inch USB3.0 Hard Drive Dock Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Vantec Storage Accessory NST-D428S3-BK NexStar TX Dual Bay 2.5 inch/3.5 inch USB3.0 Hard Drive D...",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","NST-D428S3-BK","No",,,,,,
,"Active","Inventory Part","Enclosure:NST-228S3-BK","Vantec  Storage Accessory NST-228S3-BK Nester TX 2.5 inch US 3.0 Hard Drive Enclosure","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Vantec Storage Accessory NST-228S3-BK Nester TX 2.5 inch US 3.0 Hard Drive Enclosure",5,"each (ea)","Count in each",8.53,,,0.00,0,"No","","NST-228S3-BK","No",,"10.5","11.5",,,"NST-228S3-BK"
,"Active","Inventory Part","Enclosure:065030859684","StarTech M.2 SSD ENCLOSURE FOR SATA SSD - USB 3.0 (SM2NGFFMBU33)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech M.2 SSD ENCLOSURE FOR SATA SSD - USB 3.0",0,"each (ea)","Count in each",33.20,,,0.00,0,"No","","SM2NGFFMBU33","No",,,,,,
,"Active","Inventory Part","Enclosure:NST-328S3-BK","Vantec Storage Accessory NST-328S3-BK NexStar TX 3.5 inch USB 3.0 Hard Drive Enclosure Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Vantec Storage Accessory NST-328S3-BK NexStar TX 3.5 inch USB 3.0 Hard Drive Enclosure Retail",39,"each (ea)","Count in each",17.50,,,0.00,0,"No","","NST-328S3-BK","No",,"19.5","20","39.99/0428",,"NST-328S3-BK"
,"Active","Inventory Part","Fans/cooler",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:FAN370PRO","StarTech FAN370PRO 58mm Ball 65x60x45mm Socket 7/370 CPU Cooler Fan w/ Heatsink & TX3 connector ..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech FAN370PRO 58mm Ball 65x60x45mm Socket 7/370 CPU Cooler Fan w/ Heatsink & TX3 connector ..",0,"each (ea)","Count in each",8.86,,,0.00,0,"No","","FAN370PRO","No",,,,,,
,"Active","Inventory Part","Fans/cooler:FAN775E","StarTech 95mm Socket T 775 CPU Cooler Fan with Heatsink Cooling FAN775E ..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech 95mm Socket T 775 CPU Cooler Fan with Heatsink Cooling FAN775E ..",0,"each (ea)","Count in each",16.15,,,0.00,0,"No","","FAN775E","No",,,,,,
,"Active","Inventory Part","Fans/cooler:A18","Dynatron A18 1U Active PWM Blower for AMD Socket AM4","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Dynatron A18 1U Active PWM Blower for AMD Socket AM4",0,"each (ea)","Count in each",53.20,,,0.00,0,"No","","A18","No",,,,,,
,"Active","Inventory Part","Fans/cooler:BK023","be quiet! Dark Rock Pro TR4, BK023, 250W TDP, for AMD TR4 Only (AMD Threadripper), CPU Cooler","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"be quiet! Dark Rock Pro TR4, BK023, 250W TDP, for AMD TR4 Only (AMD Threadripper), CPU Cooler",1,"each (ea)","Count in each",94.25,,,0.00,0,"No","","BK023","No",,"105","106","129.99/0401",,"BK023"
,"Active","Inventory Part","Fans/cooler:RF-AR140-B1","NZXT Aer RGB LED 140mm","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"NZXT Aer RGB LED 140mm",0,"each (ea)","Count in each",29.70,,,0.00,0,"No","","RF-AR140-B1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:MFX-B2NN-20NPK-R1","CoolerMaster Fan MFX-B2NN-20NPK-R1 MasterFan SF120R","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Fan MFX-B2NN-20NPK-R1 MasterFan SF120R",10,"each (ea)","Count in each",9.00,,,0.00,0,"No","","MFX-B2NN-20NPK-R1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:SILVGREASE1","StarTech Accessory SILVGREASE1 1.5g Metal Oxide Thermal CPU Paste For Heatsink","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"StarTech Accessory SILVGREASE1 1.5g Metal Oxide Thermal CPU Paste For Heatsink",4,"each (ea)","Count in each",4.30,,,0.00,0,"No","","SILVGREASE1","No",,"5.5/0322","6",,,"SILVGREASE1"
,"Active","Inventory Part","Fans/cooler:Fractal Design",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,,,0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:Fractal Design:FD-FAN-SSR3-60-WT","Fractal Design Silent Series R3 60 mm","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Fractal Design Silent Series R3 60 mm",0,"each (ea)","Count in each",8.41,,,0.00,0,"No","","FD-FAN-SSR3-60-WT","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Fractal Design:FD-FAN-SSR3-50-WT","Fractal Design Silent Series R3 50 mm","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Fractal Design Silent Series R3 50 mm",0,"each (ea)","Count in each",6.92,,,0.00,0,"No","","FD-FAN-SSR3-50-WT","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Fractal Design:FD-FAN-SSR3-40-WT","Fractal Design Silent Series R3 40 mm","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Fractal Design Silent Series R3 40 mm",0,"each (ea)","Count in each",7.04,,,0.00,0,"No","","FD-FAN-SSR3-40-WT","No",,,,,,
,"Active","Inventory Part","Fans/cooler:FD-FAN-DYN-X2-GP14-BK","Fractal Design Dynamic X2 GP-14 Black 1 x 140 mm - 1 x 68.4 CFM - 18.9 dB(A) Noise - LLS Bearing...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Fractal Design Dynamic X2 GP-14 Black 1 x 140 mm - 1 x 68.4 CFM - 18.9 dB(A) Noise - LLS Bearing...",2,"each (ea)","Count in each",13.99,,,0.00,0,"No","","FD-FAN-DYN-X2-GP14-BK","No",,,,,,
,"Active","Inventory Part","Fans/cooler:PH-PWHUB_02","Phanteks Universal Fan Controller, PH-PWHUB_02..","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Phanteks Universal Fan Controller, PH-PWHUB_02..",0,"each (ea)","Count in each",30.97,,,0.00,0,"No","","PH-PWHUB_02","No",,,,,,
,"Active","Inventory Part","Fans/cooler:BK002","be quiet! Shadow Rock LP, BK002, 130W TDP, CPU Cooler, Low Profile","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"be quiet! Shadow Rock LP, BK002, 130W TDP, CPU Cooler, Low Profile",0,"each (ea)","Count in each",39.99,,,0.00,0,"No","","BK002","No",,"55/0401","57","79.99/0401",,"BK002"
,"Active","Inventory Part","Fans/cooler:BFF-LPRO-20025R-RP","BitFenix Spectre Pro Red LED 200mm Case Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"BitFenix Spectre Pro Red LED 200mm Case Fan",0,"each (ea)","Count in each",19.99,,,0.00,0,"No","","BFF-LPRO-20025R-RP","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:FN-AM3/AM3+","AMD Socket AM3 / AM3+ Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"AMD Socket AM3 / AM3+ Fan",0,"each (ea)","Count in each",5.00,,,0.00,0,"No","","FN-AM3/AM3+","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:761345750318","Antec Notebook Cooler Basic 14in ALUMINUM","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Antec Notebook Cooler Basic 14in ALUMINUM",3,"each (ea)","Count in each",0.25,,,0.00,0,"No","","NOTEBOOK COOLER BASIC","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:735858300735","Intel CPU Fan BXTS15A Thermal Solution For LGA-1151 Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel CPU Fan BXTS15A Thermal Solution For LGA-1151 Retail",0,"each (ea)","Count in each",35.50,,,0.00,0,"No","","BXTS15A","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:192876241462","ASUS Fan ROG RYUJIN 360 All-In-One liquid CPU Cooler color OLED Aura Sync RGB 120mm Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"ASUS Fan ROG RYUJIN 360 All-In-One liquid CPU Cooler color OLED Aura Sync RGB 120mm Retail",0,"each (ea)","Count in each",362.09,,,0.00,0,"No","","ROG RYUJIN 360","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:761345750806","Antec Fan TriCool 80 3 Speed 80mm Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Antec Fan TriCool 80 3 Speed 80mm Fan",0,"each (ea)","Count in each",5.69,,,0.00,0,"No","","TRICOOL 80MM","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:199-999575","AMD Fan 199-999575 Wraith Max cooler with RGB LED for AM4/AM3/FM2 Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"AMD Fan 199-999575 Wraith Max cooler with RGB LED for AM4/AM3/FM2 Retail",1,"each (ea)","Count in each",35.91,,,69.59,78.6367,"No","","199-999575","No",,"38","39","69.59/0420",,
,"Active","Inventory Part","Fans/cooler:Others:FN-IN115X","Intel Fan for Socket 115X","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Intel Fan for Socket 115X",4,"each (ea)","Count in each",5.00,,,0.00,0,"No","","FN-IN115X","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Others:FD-WCU-CELSIUS-S36-BK","Fractal Design Celsius S36 AIO Liquid Coolers 360MM (FD-WCU-CELSIUS-S36-BK)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Fractal Design Celsius S36 AIO Liquid Coolers 360MM (FD-WCU-CELSIUS-S36-BK)",0,"each (ea)","Count in each",148.00,,,0.00,0,"No","","FD-WCU-CELSIUS-S36-BK","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Supermicro",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:Supermicro:SNK-P0050AP4","SUPERMICRO SNK-P0050AP4 Heatsink for Supermicro X9DR3-F Motherboard","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"SUPERMICRO SNK-P0050AP4 Heatsink for Supermicro X9DR3-F Motherboard",0,"each (ea)","Count in each",59.31,,,0.00,0,"No","","SNK-P0050AP4","No",,"62/0323","63",,,"SNK-P0050AP4"
,"Active","Inventory Part","Fans/cooler:Supermicro:672042103492","Supermicro Fan SNK-P0050AP4","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro Fan SNK-P0050AP4",0,"each (ea)","Count in each",0.00,,,0.00,0,"No","","SNK-P0050AP4","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Supermicro:SNK-P0068APS4","Supermicro 2U X11 LGA3647 Purley Plactform CPU Heat Sink","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro 2U X11 LGA3647 Purley Plactform CPU Heat Sink",0,"each (ea)","Count in each",47.50,,,0.00,0,"No","","SNK-P0068APS4","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Supermicro:SNK-P0068AP4","Supermicro SNK-P0048AP4 CPU Cooling Fan/Heatsink for Socket LGA 2011","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro SNK-P0048AP4 CPU Cooling Fan/Heatsink for Socket LGA 2011",0,"each (ea)","Count in each",70.00,,,0.00,0,"No","","SNK-P0068AP4","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Supermicro:SNK-P0063P","Supermicro 2U Passive CPU Heat Sink Socket OLGA4094 (SNK-P0063P)","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Supermicro 2U Passive CPU Heat Sink Socket OLGA4094 (SNK-P0063P)",0,"each (ea)","Count in each",40.00,,,0.00,0,"No","","SNK-P0063P","No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:MLW-D12M-A20PC-R1","Cooler Master Fan MLW-D12M-A20PC-R1 MASTER LIQUID LITE 120R COOL INT AMD RGB","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master Fan MLW-D12M-A20PC-R1 MASTER LIQUID LITE 120R COOL INT AMD RGB",3,"each (ea)","Count in each",69.99,,,0.00,0,"No","","MLW-D12M-A20PC-R1","No",,"82","83",,,"MLW-D12M-A20PC-R1"
,"Active","Inventory Part","Fans/cooler:CoolerMaster:RR-212S-20PK-R1","CoolerMaster Fan RR-212S-20PK-R1 Hyper 212 Black Intel AMD 4 Heat Pipe 4-pin PWM Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Fan RR-212S-20PK-R1 Hyper 212 Black Intel AMD 4 Heat Pipe 4-pin PWM Retail",1,"each (ea)","Count in each",38.50,,,64.99,73.4387,"No","","RR-212S-20PK-R1","No",,"43","44","64.99/0401",,"RR-212S-20PK-R1"
,"Active","Inventory Part","Fans/cooler:CoolerMaster:R4-LUS-07AR-GP","Cooler Master MegaFlow 200mm Red LED Silent Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master MegaFlow 200 - Sleeve Bearing 200mm Red LED Silent Fan for Computer",4,"each (ea)","Count in each",19.94,,,0.00,0,"No","","R4-LUS-07AR-GP","No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:R4-S2S-124K-GP","Cooler Master Sleeve Bearing 120mm Silent Fan for Computer Cases, CPU Coolers, and Radiators (Va...","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master Sleeve Bearing 120mm Silent Fan for Computer Cases, CPU Coolers, and Radiators (Va...",2,"each (ea)","Count in each",8.23,,,0.00,0,"No","","R4-S2S-124K-GP","No",,"20","21",,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:R4-L2R-20AR-R1","Cooler Master SickleFlow 120mm LED Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master SickleFlow 120mm LED Fan",0,"each (ea)","Count in each",10.00,,,0.00,0,"No","","R4-L2R-20AR-R1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:MAP-T4PN-220PC-R1","Coolermaster Fan MASTERAIR MA410P CPU AIR COOLER FOR INTEL AMD ALUMINUM HEATPIPE","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Coolermaster Fan MASTERAIR MA410P CPU AIR COOLER FOR INTEL AMD ALUMINUM HEATPIPE",0,"each (ea)","Count in each",64.00,,,0.00,0,"No","","MAP-T4PN-220PC-R1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:MLW-D24M-A20PC-R1","Cooler Master - MasterLiquid ML240L RGB 66.7 CFM Liquid CPU Cooler","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master - Master ML240L RGB 66.7 CFM Liquid CPU Cooler",10,"each (ea)","Count in each",79.00,,,0.00,0,"No","","MLW-D24M-A20PC-R1","No",,"93/0526","94",,,"MLW-D24M-A20PC-R1"
,"Active","Inventory Part","Fans/cooler:CoolerMaster:RR-212X-20PM-A1","CoolerMaster Hyper 212X CPU Cooler For Intel AMD Aluminum Heatppe Dual Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Hyper 212X CPU Cooler For Intel AMD Aluminum Heatppe Dual Fan",0,"each (ea)","Count in each",44.99,,,0.00,0,"No","","RR-212X-20PM-A1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:CoolerMaster:RR-212L-16PR-R1","CoolerMaster Hyper 212 LED Four Direct Contact Heat Pipes","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"CoolerMaster Hyper 212 LED Four Direct Contact Heat Pipes",119,"each (ea)","Count in each",28.70,,,0.00,0,"No","","RR-212L-16PR-R1","No",,"33/0323","34","39.99",,"RR-212L-16PR-R1"
,"Active","Inventory Part","Fans/cooler:CoolerMaster:MLX-D24M-A20PC-R1","Cooler Master ML240R Addressable RGB AIO CPU Liquid Cooler","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Cooler Master ML240R Addressable RGB AIO CPU Liquid Cooler",0,"each (ea)","Count in each",134.99,,,0.00,0,"No","","MLX-D24M-A20PC-R1","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Thermaltake",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:Thermaltake:CLW0222-B","Thermaltake Fan CLW0222-B Water 3.0 Performer C","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Thermaltake Fan CLW0222-B Water 3.0 Performer C",2,"each (ea)","Count in each",92.00,,,0.00,0,"No","","CLW0222-B","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Thermaltake:CL-F081-PL20SW-A","Thermaltake Pure 20 ARGB Sync TT Premium Ed 200mm RGB Software PWM Radiator Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Thermaltake Pure 20 ARGB Sync TT Premium Ed 200mm RGB Software PWM Radiator Fan",0,"each (ea)","Count in each",45.00,,,0.00,0,"No","","CL-F081-PL20SW-A","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Thermaltake:CL-P022-AL12BU-A","Thermaltake CPU Cooler CL-P022-AL12BU-A LGA2011-3 AMD FM2 500-1400RPM Blue Retail","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Thermaltake CPU Cooler CL-P022-AL12BU-A LGA2011-3 AMD FM2 500-1400RPM Blue Retail",0,"each (ea)","Count in each",46.28,,,0.00,0,"No","","CL-P022-AL12BU-A","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Zalman",,"H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,,0,"each (ea)","Count in each",0.00,,,0.00,0,"No","",,"No",,,,,,
,"Active","Inventory Part","Fans/cooler:Zalman:CNPS10X Quiet","Zalman CNPS10X Quiet Heatsink and Cooling Fan","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Zalman CNPS10X Quiet Heatsink and Cooling Fan",0,"each (ea)","Count in each",55.00,,,67.60,76.388,"No","","CNPS10X Quiet","No",,,,,,
,"Active","Inventory Part","Fans/cooler:Zalman:823884200775","Zalman CNPS9900A LED","H","H","Sales","Cost of Goods Sold","Inventory Asset",0.00,"Zalman CNPS9900A LED",0,"each (ea)","Count in each",49.12,,,0.00,0,"No","","CNPS9900A LED","No",,,,,,
